ID,HISTORY,RATING
5002033,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002034,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002035,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002037,XXXXXX0XXXXXXX,good
5002038,00000000000000,good
5002039,XX0000000,good
5002041,CCCCCCCCCCCCCCCCCCC000,good
5002042,CCCCCCCCCCCCCC000000000000000000000000000000001110,moderate
5002043,XX000000000000000000000,good
5002044,X0000000001000000000100,moderate
5002046,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002047,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5002048,CCCCCCCCCCCCCCCCCC000000,good
5002049,CCCCCCCCCCCCCCCC0000000000,good
5002050,000000000000000000000000000000,good
5002052,XXXXXXXXXXXXXXXX,good
5002053,XXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002054,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002055,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002057,CCCCCCCCCCCCCCCCCCCCC000000,good
5002058,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002059,XXXXXXXXXXXXXXXXXXXX0X0XXXXXXXXXXXXXXX0000000,good
5002060,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002061,000000000000000001000,moderate
5002062,0000000000X,good
5002068,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5002069,CCCCCCCCCCCCCCCCCCCCCCCCCCC0,good
5002070,X00000000000,good
5002071,000000000,good
5002072,CCCCCCCCCCCC00000,good
5002073,CCCCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5002076,XXXXXXXXXXX,good
5002077,XXXX0X0X,good
5002078,X0000000000X000X0X00XX00X,good
5002079,X000X000000X000X,good
5002080,X000000000,good
5002081,0000000000X,good
5002082,X0000000000,good
5002083,CCCCCCCCCCCCCCCC0000,good
5002084,00000000000000,good
5002085,CCCCCCCCC000000000000000010000X0000,moderate
5002087,CCCCCCCCCCCCCCC00000,good
5002088,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0,good
5002091,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC010000000,moderate
5002094,XX0000XXXXXXXXXXXXXXXXXXXXXXXXXX0,good
5002096,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXX,good
5002097,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000,good
5002098,00000000XX00X0X0X0X0000X00X0XXX000X00000X0X,good
5002101,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00X,good
5002104,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000X,good
5002105,CCCCCCCCCCCCCCCC010XX0000X0000X0000X,moderate
5002106,CCCCCCCC00XX,good
5002107,CCCCCCCCCCCC0000000000000000000,good
5002108,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00010000000XXX,moderate
5002109,CCCCCCC000000,good
5002110,00000X,good
5002111,X00000XX,good
5002112,CCCCCCCCCCCCCXXXXXX,good
5002113,XXXXXXXXXXXXXXXXX,good
5002114,XXXXXXXXXXXXXXXXX,good
5002115,CCCCCCCCCCCCCCCCCCCCCC0,good
5002116,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00X000X0X,good
5002118,0000000X,good
5002120,CCCCCCCCCCCCCCCCCCCCCC0000X,good
5002121,000000000000000000,good
5002123,CC1000000X0X0X00XX00X,moderate
5002124,0000,good
5002126,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC233221XX00,moderate
5002128,CCCCCCCCCCCCCCCCCCCCCCCCC100000000,moderate
5002130,0XXXXXXX00X0X0X0X000X000X0X0XXX00XX,good
5002131,0000000000000000000000000000000000000000000000000,good
5002134,CCCCCCCCCCCCCCCCCCCC000000000000000000000000,good
5002135,XXXXXXXXXX,good
5002138,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXX0X000000000000,good
5002140,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00X00X000X00X00000X,good
5002141,CCCCCCCCCCCCC000000X0X0,good
5002142,000000000000000000000000000000000000,good
5002144,CCCCCCCC0X0X00X0X,good
5002145,00000000000000000000000,good
5002146,CCCCCCCCCCCCC0000000000,good
5002147,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002148,0000000XX,good
5002149,CCCC0000000000XXXXXXXXXX00,good
5002150,CCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002151,XXXXXXXXXXXXXXXXXXXXXXXXX,good
5002152,XXXXXXXXXXXXXXXXXXXXXX,good
5002153,XXXXXXXXXXXXXXXXXXXXXXXXX,good
5002154,XXXX00000001000,moderate
5002155,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000X000X0XXXXXXXXXXX,good
5002156,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000,good
5002157,X00X00000,good
5002158,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000,good
5002160,0000000000000000000000000000000000000000000000X000000X000000X,good
5002161,CCCCCCCCCC000,good
5002162,CCCCCCCCCC00000000,good
5002163,CCCCCCCCCCCCCCCC00000,good
5002164,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000,good
5002165,0000000000000000000000000000000000000000000000000000000000000,good
5002168,XXXXX0XXXXXXXXXXX0000X,good
5002169,000,good
5002170,XX0000000000000XXXXXX,good
5002171,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002175,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCXXXXXXXXXXXXX,good
5002176,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002177,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002178,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002179,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002181,000XXX000X0X00X0X000X000X0X0XXX0XXX00XXXXXX0X,good
5002182,000000000X0X00X0X000X000X0X0XXX000X00,good
5002183,X000X00X0X0X00X0X000X000X0X0XXX0XXX000XX,good
5002186,000X00000X0X000X0X0,good
5002189,CCCC000,good
5002190,X00X000,good
5002191,CCCCCCCCCCCC0X0XXX000X000,good
5002192,0XXXXXXX0X0X0X0XXX000X0000XXX0X0X0000,good
5002194,00000000000000000000000XXX,good
5002196,XXXXXXX00X0X0X0,good
5002197,X000,good
5002198,XXXXXXXXXXXXXXXXXXX,good
5002199,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002200,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002201,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000000000,good
5002202,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000000000000X,good
5002203,000000000000000000000000000000000000000000000,good
5002204,000000X,good
5002205,XXXXXX0,good
5002206,CCCCCCCCCCC00000000000000000000,good
5002207,XXXXXX00XXXX00X,good
5002208,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000,good
5002209,00000000X0,good
5002216,000X00000000,good
5002217,0000000000000000000000X00000,good
5002218,CCCCCCCC0000000000000000,good
5002219,CCCCCCCCCCCC000000000000000001000000,moderate
5002220,CCCCCCCCCCCCC0010000000000000000,moderate
5002221,CCCCCCCCCCCCCCCCCCCCCCCCCC0000000000X,good
5002222,CCCCCCCCCC000,good
5002223,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002224,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002225,1011101X01X,moderate
5002226,XXXXXXXXX,good
5002227,CCCC000000,good
5002228,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002229,CCCCCCCCCCCXXXXXXXXXX,good
5002230,X0000000X0000001000XXX0,moderate
5002231,CCCCCCCCCCCCCCCCCCCCCCCCC00000000000,good
5002232,0000000100000,moderate
5002233,XX000000000000000XXXXXXXXXXXXX,good
5002234,CCCCCCCCCCCCCCCCCCCCC000,good
5002235,XXXXXXXXXXXXXXXXXXXXX,good
5002236,X000X0000XX00X0X0X0X,good
5002237,X000X0000XX,good
5002238,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00000X,good
5002239,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000X,good
5002241,0000,good
5002242,CCCCC0,good
5002243,CCCCCCC000000000000000000000000,good
5002244,CCCCCCCCCCCCCCC000000,good
5002245,0000X00100,moderate
5002246,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000,good
5002247,CCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002248,0000000000000000000,good
5002249,00000000,good
5002250,00000000000000000,good
5002251,XXXXXXXXXXXXXXXXXXXXXXXX,good
5002253,000100001000,moderate
5002254,000000000010001010000000,moderate
5002255,0010210000000110000000000000000000000X,moderate
5002256,CCCCCCCCCC000000000000,good
5002257,CCCCCCCCCCCCCCCCCCCCCCCCCC000000000000000000000000,good
5002258,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000,good
5002259,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000000000X,good
5002260,CCCCCCCCCCCCC00000,good
5002262,CCCCC00000000,good
5002263,0000,good
5002264,CCCCCCCCCCCCCCCCCCCCCCCCCC000000,good
5002265,X0000000000X,good
5002266,CCCCCCC000000,good
5002267,CCCCCCCCCCCCCCCCCCCCCC000000,good
5002268,00,good
5002270,XXX0XXXXX,good
5002271,CCCCCCCC0,good
5002273,XXXXXXXXXXX,good
5002274,CC1000000000000,moderate
5002275,0000000,good
5002276,X00000000000,good
5002277,000000000000000,good
5002278,0000000000000000000000000000000000X,good
5002279,CCCCCCCCCCCCCCCCCCCCCCC000000000110,moderate
5002280,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC00000000000,good
5002283,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000210000000000X,moderate
5002285,0X,good
5002286,CCCCCCCCCCCCCCCC000000,good
5002287,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000,good
5002289,CCCCCC000000,good
5002291,00000000000X000X0X00XX,good
5002292,000XXX0X0X0X0X0X0X00XX00X0X0XX00XXX000X0X0X00X,good
5002293,X0000000,good
5002294,1000X,moderate
5002296,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX00000X,good
5002297,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1000000000X,moderate
5002298,CCCCCCCCCCCCCCCCCCCCCCCC000000000,good
5002299,CCCCCCCCCCCCCCCCCCCCCCCC0000000000000000,good
5002300,CCCCCCCCCCCCCCCCCCC00000,good
5002301,0000000000000000000,good
5002302,00000000000000000000XXX000000,good
5002303,00000000022100000000XX,moderate
5002304,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002305,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,good
5002306,XXXXXXXXXXXXXXXXX,good
5002309,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000X000,good
5002310,00000000000000000000000000000000,good
5002311,X000000000000000000000000000000XX,good
5002312,X00,good
5002313,0000000000000000000000000000X,good
5002314,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0000000000000000,good
5002315,CCCCCCCCCCCCCCCCCC0000000,good
5002316,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC000,good
5002317,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC0,good
5002318,XXXXXXXXXXXXXXXXXXXXXXX,good
